SKU|User|Title|Content|Points|Status|Comment|Date of Review
E1039874|lexi|Farbe verblasst!|Super nice cup, unfortunately, however, the cup does not seem to be dishwasher-safe as advertised. Our cup has unfortunately faded in color! =(|3.0|1|"Hi Lexi, I'm truly sorry that this happened and it shouldn't be like this. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best wishes from Elbenwald!"|2018-01-27 19:46:01
E1048529|John Snow|Frage an Elbenwald|I meant from the back view, is that the folder?|5.0|1|Hi John, the back is made of sturdy cardboard. Best wishes from the Elbenwald!|2018-01-29 14:11:07
E1048251|Annie G.|waiting for my magic...|"Dear Elbenwald team,
I have always been very satisfied with all the items I have ordered and purchased from you.
However, for this carnival, I would like to complete my Ravenclaw uniform, and the only thing missing is this robe. Do you already know when it will be available again (in size M)? Thank you in advance, best regards."|5.0|1|Hi Annie, we have already reordered the robes, but unfortunately it will still take a few weeks until the delivery arrives. Best wishes from the Elbenwald!|2018-01-29 15:34:36
E1026912|Stefanie D.|Glänzend oder Matt bin verwirrt...|"Dear Elbenwald Team,

I saw this piece of jewelry and immediately fell in love with it. The necklace is truly beautiful.

There is only one question I have, or rather, one thing that disappointed me. In the pictures on the website here, the necklace appears very matte on the first image. I had assumed that the necklace would arrive looking like that. However, the crystal is now completely clear. Some have written that the crystal is matte? Are there differences there?"|4.0|1|Hi Stefanie, the crystal has changed a bit; the clear version has now been revised to a slightly clouded crystal. Best wishes from the Elvenwood!|2018-01-29 18:16:32
E1039465|Robin Hood|Frage|Hello Elbenwald, is the bow also available for children? Thanks in advance.|5.0|1|Hi Robin, I'm really sorry, but we only have the bow in this variant. Best regards from the Elvenwood!|2018-01-30 08:58:03
E1049086|Jade_93|Schade...|Delivered quickly, unfortunately when I opened it, the small plate was at the top in several broken pieces, it was well packed but maybe it broke on the way...I would like to order it again because I really like the idea.|3.0|1|"Hi Jade, we honestly regret this and it shouldn't be like this. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we would be happy to assist you with the exchange. Best regards from Elbenwald!"|2018-01-31 14:56:12
E1039868|Svenja|Mülltonne|This is really a laughing matter. The dress is so poorly made. It's not even hemmed and the fabric is really cheap. I expected for 59.99 that it would at least be a dress that is sewn together. I've never experienced anything like this. The thing is probably only worth 5 euros. I will send it back.|1.0|1|"Hi Svenja, I'm truly sorry that you're dissatisfied. If you have any further questions regarding your return, please feel free to contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>. Best regards from Elbenwald!"|2018-02-01 14:47:04
E1007078|Jinni|Frage|Dear elbenwald, are there also name signs included like in the character edition? Please answer me.|5.0|1|Hi Jinni, the wands in this collection come without nameplates, as the names are already on the holder. Best wishes from the Elvenwood!|2018-02-01 15:28:24
E1048799|Lizzy Westenra|Echt genial.|Hello hello dear Elbenwäldler. First of all, a huge compliment to you. The shipping was super fast. I think the medallion looks exactly like it does in the movie. I really like it a lot. But still, I noticed something that I find strange. Maybe you can help me. On the medallion, runes are depicted. Upon closer inspection, I noticed that these runes have nothing to do with Harry Potter. Because on this medallion, the runes of various archdemons are depicted. Such as, for example, the symbol of Lucifer or Ba'al. Also, Lilith's symbol and the sign of Baphomet are depicted. Now my question is, is this intentional or how do such symbols come to be on a fan item? Please answer this question for me. I am very knowledgeable about such symbols and the paranormal, and precisely for this reason, I am a bit confused. Best regards. Lizzy.|5.0|1|Hi Lizzy, first of all, thank you for your praise; we are very pleased about it. Regarding the runes and their meaning, we can't say too much, as we are not the manufacturer of this product and this replica is very closely based on the original from the film. As far as we, as Potterheads, can assess, the runes were indeed inspired by real existing symbols (e.g., for planets), but were not taken exactly as they are. Best regards from the Elvenwood!|2018-02-02 01:04:07
E1000642|Michael Hess|Vollkommen überteuert|45 Euros for the name Harry Potter, 4.90 for the Time-Turner. Cheapest Chinaware, not recommended.|1.0|1|"Hi Michael, I'm sorry you're not satisfied. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we'd be happy to assist you with the return. Best wishes from Elbenwald!"|2018-02-02 11:56:35
E1016169|Adriano B.|Gut|The wand itself is great, super well-made and so on, but I'm not really satisfied with the delivery. The wand arrived 6 days later instead of 1-3 days later. But otherwise, it's great.|5.0|1|"Hi Adriano, unfortunately, I can't find an order under your name. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best wishes from Elbenwald!"|2018-02-02 20:27:27
E1007897|René Faust|Beschränkt Zufrieden|The shirt looks great, unfortunately the entire left seam was so poorly sewn that it had to be re-sewn.|4.0|1|"Hi René, we are truly sorry about that. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-02-02 22:26:21
E1000825|Der Hobbit|Kratzer|"The ring is overall good, but for me, it happened that a scratch got into the inscription, and I wanted to ask if this scratch can now be removed. 

I would appreciate a response."|5.0|1|"Hi Hobbit, please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!"|2018-02-03 02:47:52
E1001824|Harry12|Äh|It's not exactly funny that you should tell the truth because how would you feel if you spent 300 euros or so and then it turned out to be a BROOM that CAN'T FLY.|2.0|1|"Dear Harry12,

this was not intended as a joke. Our Nimbus 2001 is a broomstick in its basic form that is non-magical. However, we have no influence over what you or any other wizard does with it. No one is stopping you from hexing the broom and conjuring the desired flying abilities. (In this case, however, we cannot promise the exact flight characteristics of the original Nimbus 2001.)

At this point, we must fulfill our duty and refer to the International Statute of Wizarding Secrecy of 1689. Every wizard is obliged to conceal their magical abilities from Muggles. This includes all kinds of spells, magical creatures, and – of course – flying broomsticks.

Best regards from the Elvenwood!"|2018-02-03 20:53:27
E1000825|Legolas( NV)|Frage|When one wears the ring, does it rust over time?|5.0|1|Hi Legolas, the ring is made of gilded silver, meaning it won't tarnish. However, with frequent use, the gold coating may wear off. Best wishes from the Elvenwood!|2018-02-04 17:19:19
E1003197|Hermine|Eine Frage|"So, I read that on the ""cheaper"" time reverser, the lettering is just stuck on. Is there a real engraving on this one?"|5.0|1|Hi Hermine, the rings of this time turner are printed. Best wishes from the Elvenwood!|2018-02-04 20:37:56
E1037062|Mayserus|Naja|I received this hoodie in XXL, and I have to say that the cut and workmanship are very, very poor. The elastic band is too narrow, so the garment keeps rolling up from the bottom. And it also keeps slipping up. And it just looks like a sack.|1.0|1|"Hi Mayserus, we are truly sorry about this and it shouldn't be happening. This hoodie has a wide hem, so please send a photo of your hoodie to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and we will definitely find a solution. Best wishes from Elbenwald!"|2018-02-05 11:31:05
E1044454|Queenie|Liebes Elbenwald Team|What does this drawing on the shell mean? It would be nice if you could answer.|5.0|1|Hi Queenie, do you mean the symbol on the golden part? This is simply a decoration, as was common in the 1920s. Best wishes from the Elvenwood!|2018-02-05 15:21:32
E1044617|cole|Frage an Elbenwald|I want it! But when will it be available again?|5.0|1|Hi Cole, we have already reordered the ceilings, and we expect the next delivery in a few weeks. Best wishes from the Elbenwald!|2018-02-05 17:51:35
E1036128|Luni|Schöne Tasse|I bought them at the store, but after unpacking, I noticed that the lettering had smudged. Otherwise, I am satisfied.|3.0|1|"Hi Luni, we honestly regret this and it shouldn't be like that. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, we will then assist you with the exchange. Best wishes from Elbenwald!"|2018-02-05 19:07:01
E1047880|Sirius Severus Lupin|Doofe Frage|Now for a silly question, but do you get both holsters or do you have to choose one?|5.0|1|Hi Sirius, the holster is available in either black or brown. Of course, you can also order both. Best wishes from the Elbenwald!|2018-02-05 20:30:24
E1040513|Christelwald|Frage:|"How big are your 'models' in the video approximately? 
Best regards"|5.0|1|Hi Christelwald, Tim is 1.76 meters tall, Chris is 1.77 meters tall. Best wishes from the Elbenwald!|2018-02-05 22:13:40
E1000637|Josh|Kombination|The accompanying drinking horn (0.5l) was exceptionally pleasing to me. Unfortunately, the drinking stand (0.2l to 0.5l) only fits moderately well with it. The horn can indeed be stored (functionality given), but it doesn't look particularly fitting. The horn appears significantly too large in comparison.|4.0|1|"Hi Josh, we're sorry about that. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best regards from Elbenwald!"|2018-02-07 09:02:30
