SKU,User,Title,Content,Points,Status,Comment,Date of Review,Cleaned_Content,Cleaned_Comment,Combined_Text,Content_Comment_Consistency
E1013164,Julian,Nicht vorort,"I wanted to look at this scarf and probably buy it to see if I like the quality. You said it was in stock at the store, but that's not true now. I've driven 2.5 hours to this store for nothing.",2.0,1,"Hi Julian, I'm really sorry about that. Please send us an email to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we'll surely find a solution. Best wishes from Elbenwald!",2018-01-13 17:05:16,want look scarf probabl buy see like qualiti said stock store that true ive driven hour store noth,hi julian im realli sorri pleas send us email hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,want look scarf probabl buy see like qualiti said stock store that true ive driven hour store noth hi julian im realli sorri pleas send us email hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth well sure find solut best wish elbenwald,0.7162865
E1005725,Hufflepuff---,Gibt's die auch bald für Hufflepuff??,"Hey, could you please tell me if it will also be available for Hufflepuff soon? So far, you only have it for the other three houses... that's a shame.",2.0,1,"Hi Hufflepuff, the silk version of the Hufflepuff tie is currently completely sold out and will not be restocked for the time being. Best wishes from the Elvenwood!",2018-01-13 21:00:42,hey could pleas tell also avail hufflepuff soon far three hous that shame,hi hufflepuff silk version hufflepuff tie current complet sold restock time best wish elvenwood,hey could pleas tell also avail hufflepuff soon far three hous that shame hi hufflepuff silk version hufflepuff tie current complet sold restock time best wish elvenwood,0.9672204
E1002285,Arvid,kleine Makel,"Unfortunately, my ring has a black spot on the lower part of the ring. Is it possible to exchange the ring?
Otherwise, I really like the ring!",5.0,1,"Hi Arvid, please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!",2018-01-14 12:29:44,unfortun ring black spot lower part ring possibl exchang ring otherwis realli like ring,hi arvid pleas contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,unfortun ring black spot lower part ring possibl exchang ring otherwis realli like ring hi arvid pleas contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,0.9498541
E1047880,Tomas E.,Hinsetzen,"Can you safely sit down with the holster without the wand breaking, or is the thing only suitable for standing/walking?",5.0,1,"Hi Tomas, you can also sit on it, although you obviously have to be careful. Best wishes from the Elven Forest!",2018-01-14 14:40:04,safe sit holster without wand break thing suitabl standingwalk,hi toma also sit although obvious care best wish elven forest,safe sit holster without wand break thing suitabl standingwalk hi toma also sit although obvious care best wish elven forest,0.9275541
E1048799,Bellatrix,Nicht so schön,"It looks so fake, and you can tell from 5 meters away that this medallion is a forgery. But that's just my opinion, so it's in the eye of the beholder.",1.0,1,"Hi Bellatrix, I honestly apologize that you don't like it. Please contact our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, together we will surely find a solution. Best regards from Elbenwald!",2018-01-14 15:11:04,look fake tell meter away medallion forgeri that opinion eye behold,hi bellatrix honestli apolog dont like pleas contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,look fake tell meter away medallion forgeri that opinion eye behold hi bellatrix honestli apolog dont like pleas contact hrefhttpswwwelbenwalddekontaktformularcustom supporta togeth sure find solut best regard elbenwald,0.85297143
E1003416,Jens,Wie wird der Stab geliefert,"Question:

Is the walking stick packaged in a special packaging?",5.0,1,"Hi Jens, the walking stick comes in a white box. There is no gift wrapping included. Best wishes from the Elbenwald!",2018-01-14 17:19:23,question walk stick packag special packag,hi jen walk stick come white box gift wrap includ best wish elbenwald,question walk stick packag special packag hi jen walk stick come white box gift wrap includ best wish elbenwald,0.9655673
E1049225,Manuela Wanecek,Das T-Shirt ist zu klein,"It may be true that clothes look better on slender people. But even I, as a not-so-slender person (who also likes to wear loose clothing), would like to wear women's T-shirts. Could you please produce women's T-shirts at least up to size XXL?!?!?!?! I don't buy clothes that don't fit me.",3.0,1,"Hi Manuela, actually, we do have women's shirts in XXL from time to time, and you can find the current selection under <a href=""https://www.elbenwald.de/Filme-und-Serien/Bekleidung/Girlie-Shirts-und-Tops/?p=1&amp;o=11&amp;n=20&amp;f=42"">Movies &amp; Series</a>, <a href=""https://www.elbenwald.de/Gaming/Bekleidung/Girlie-Shirts-und-Tops/?p=1&amp;o=11&amp;n=20&amp;f=42"">Gaming</a>, and <a href=""https://www.elbenwald.de/Manga-Anime/Bekleidung/Girlie-Shirts-Tops/?p=1&amp;o=11&amp;n=20&amp;f=42"">Anime &amp; Manga</a>. Best wishes from Elbenwald!",2018-01-15 10:29:46,may true cloth look better slender peopl even notsoslend person also like wear loos cloth would like wear women tshirt could pleas produc women tshirt least size xxl dont buy cloth dont fit,hi manuela actual women shirt xxl time time find current select hrefhttpswwwelbenwalddefilmeundserienbekleidunggirlieshirtsundtopspampoampnampfmovi amp seriesa hrefhttpswwwelbenwalddegamingbekleidunggirlieshirtsundtopspampoampnampfgaminga hrefhttpswwwelbenwalddemangaanimebekleidunggirlieshirtstopspampoampnampfanim amp mangaa best wish elbenwald,may true cloth look better slender peopl even notsoslend person also like wear loos cloth would like wear women tshirt could pleas produc women tshirt least size xxl dont buy cloth dont fit hi manuela actual women shirt xxl time time find current select hrefhttpswwwelbenwalddefilmeundserienbekleidunggirlieshirtsundtopspampoampnampfmovi amp seriesa hrefhttpswwwelbenwalddegamingbekleidunggirlieshirtsundtopspampoampnampfgaminga hrefhttpswwwelbenwalddemangaanimebekleidunggirlieshirtstopspampoampnampfanim amp mangaa best wish elbenwald,0.9457544
E1011389,Patrick,Sehr schön,"My sister bought this wand and I am positively thrilled.
And when will Remus Lupin's wand be available again?",5.0,1,"Hi Patrick, here you can find the {""Wand of Remus Lupin""|ArticleUrlOrNot:E1016155:""currently out of stock""}. Best wishes from the Elven Forest!",2018-01-15 13:23:03,sister bought wand posit thrill remu lupin wand avail,hi patrick find wand remu lupinarticleurlornotecurr stock best wish elven forest,sister bought wand posit thrill remu lupin wand avail hi patrick find wand remu lupinarticleurlornotecurr stock best wish elven forest,0.95697826
E1045309,Lea,Funktioniert nicht!,"Unfortunately, the watch doesn't work; it was a birthday present and now I'm very disappointed and angry...the rating obviously only applies to that. The watch's appearance deserves 10 stars. But this really shouldn't happen.",1.0,1,"Hi Lea, we are truly sorry about that. Please send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a>, and we will assist you with the exchange. Best wishes from Elbenwald!",2018-01-15 14:34:14,unfortun watch doesnt work birthday present im disappoint angryth rate obvious appli watch appear deserv star realli shouldnt happen,hi lea truli sorri pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta assist exchang best wish elbenwald,unfortun watch doesnt work birthday present im disappoint angryth rate obvious appli watch appear deserv star realli shouldnt happen hi lea truli sorri pleas send us messag hrefhttpswwwelbenwalddekontaktformularcustom supporta assist exchang best wish elbenwald,0.79609054
E1047138,Ola,Frage,Could you use it as sports equipment? What do you think?,3.0,1,"Hi Ola, unfortunately I can't answer this question for you, it's up to you. Best wishes from the Elbenwald!",2018-01-15 17:15:38,could use sport equip think,hi ola unfortun cant answer question best wish elbenwald,could use sport equip think hi ola unfortun cant answer question best wish elbenwald,0.9011323
E1007189,felicitas,zubehör?,"Dear Elbenwald team, is there only the curtain or is there also accessories available?",5.0,1,"Hi Felicitas, with this article, you only get the robe. However, we also have <a href=""https://www.elbenwald.de/Harry-Potter/Slytherin/?p=1&amp;o=11&amp;n=20&amp;f=667%7C668"">Slytherin ties and scarves</a> in our assortment. Best regards from Elbenwald!",2018-01-15 17:16:17,dear elbenwald team curtain also accessori avail,hi felicita articl get robe howev also hrefhttpswwwelbenwalddeharrypotterslytherinpampoampnampfcslytherin tie scarvesa assort best regard elbenwald,dear elbenwald team curtain also accessori avail hi felicita articl get robe howev also hrefhttpswwwelbenwalddeharrypotterslytherinpampoampnampfcslytherin tie scarvesa assort best regard elbenwald,0.957984
